id,grade,subject,question,model_answer,keywords,max_score,source
1873,11,Biology,Describe the role of Obtaining essential oils by solvent extraction in living organisms.,"Solvent extraction is another method of extracting essential oils. Organic solvents such as ether, chloroform and toluene are used in this method. When plant parts are shaken with the solvent, essential oil dissolves in the solvent. The essential oil is separated by letting the solvent to vaporize. Volatile oils in some plant parts can also be obtained by compressing them under a suitable pressure.",solvent;solvent essential oil;solvent essential;plant parts;essential;essential oil;oils;oil;method;parts;plant;essential oils organic,10.0,augmented_variant_1
1874,11,Biology,What is Obtaining essential oils by solvent extraction? Explain with an example.,"Solvent extraction is another method of extracting essential oils. Organic solvents such as ether, chloroform and toluene are used in this method. When plant parts are shaken with the solvent, essential oil dissolves in the solvent. The essential oil is separated by letting the solvent to vaporize. Volatile oils in some plant parts can also be obtained by compressing them under a suitable pressure.",solvent;solvent essential oil;solvent essential;plant parts;essential;essential oil;oils;oil;method;parts;plant;essential oils organic,10.0,augmented_variant_2
1875,11,Biology,Discuss the importance of Obtaining essential oils by solvent extraction in biology.,"Solvent extraction is another method of extracting essential oils. Organic solvents such as ether, chloroform and toluene are used in this method. When plant parts are shaken with the solvent, essential oil dissolves in the solvent. The essential oil is separated by letting the solvent to vaporize. Volatile oils in some plant parts can also be obtained by compressing them under a suitable pressure.",solvent;solvent essential oil;solvent essential;plant parts;essential;essential oil;oils;oil;method;parts;plant;essential oils organic,10.0,augmented_variant_3
1876,11,Biology,How does Obtaining essential oils by solvent extraction occur in nature?,"Solvent extraction is another method of extracting essential oils. Organic solvents such as ether, chloroform and toluene are used in this method. When plant parts are shaken with the solvent, essential oil dissolves in the solvent. The essential oil is separated by letting the solvent to vaporize. Volatile oils in some plant parts can also be obtained by compressing them under a suitable pressure.",solvent;solvent essential oil;solvent essential;plant parts;essential;essential oil;oils;oil;method;parts;plant;essential oils organic,10.0,augmented_variant_4
1877,11,Biology,Write short notes on Obtaining essential oils by solvent extraction.,"Solvent extraction is another method of extracting essential oils. Organic solvents such as ether, chloroform and toluene are used in this method. When plant parts are shaken with the solvent, essential oil dissolves in the solvent. The essential oil is separated by letting the solvent to vaporize. Volatile oils in some plant parts can also be obtained by compressing them under a suitable pressure.",solvent;solvent essential oil;solvent essential;plant parts;essential;essential oil;oils;oil;method;parts;plant;essential oils organic,10.0,augmented_variant_5
1878,11,Chemistry,Describe the chemical process involved in Solute Molar Mass Amount Final Concentration of the.,mass dissolved of moles volume of the solution g mol-1 g mol mol dm-3 NaOH 40 10 10 200 cm3 0.25  x 1000  1.25 40 200 0.25 CaCl 11 27.75 27.75 500 cm3 2  111 0.25 Na CO 106 53 53 2 dm3 2 3  106 0.5 HCl 36.5 36.5 36.5 0.5 dm3  36.5 1.0 69 For free distribution,36;25;27 75;36 36;mol;dm3;mol mol;106;75;53;200;cm3,10.0,augmented_variant_1
1879,11,Chemistry,What is Solute Molar Mass Amount Final Concentration of the? Give an example.,mass dissolved of moles volume of the solution g mol-1 g mol mol dm-3 NaOH 40 10 10 200 cm3 0.25  x 1000  1.25 40 200 0.25 CaCl 11 27.75 27.75 500 cm3 2  111 0.25 Na CO 106 53 53 2 dm3 2 3  106 0.5 HCl 36.5 36.5 36.5 0.5 dm3  36.5 1.0 69 For free distribution,36;25;27 75;36 36;mol;dm3;mol mol;106;75;53;200;cm3,10.0,augmented_variant_2
1880,11,Chemistry,How does Solute Molar Mass Amount Final Concentration of the affect chemical reactions?,mass dissolved of moles volume of the solution g mol-1 g mol mol dm-3 NaOH 40 10 10 200 cm3 0.25  x 1000  1.25 40 200 0.25 CaCl 11 27.75 27.75 500 cm3 2  111 0.25 Na CO 106 53 53 2 dm3 2 3  106 0.5 HCl 36.5 36.5 36.5 0.5 dm3  36.5 1.0 69 For free distribution,36;25;27 75;36 36;mol;dm3;mol mol;106;75;53;200;cm3,10.0,augmented_variant_3
1881,11,Chemistry,Define Solute Molar Mass Amount Final Concentration of the and explain its significance.,mass dissolved of moles volume of the solution g mol-1 g mol mol dm-3 NaOH 40 10 10 200 cm3 0.25  x 1000  1.25 40 200 0.25 CaCl 11 27.75 27.75 500 cm3 2  111 0.25 Na CO 106 53 53 2 dm3 2 3  106 0.5 HCl 36.5 36.5 36.5 0.5 dm3  36.5 1.0 69 For free distribution,36;25;27 75;36 36;mol;dm3;mol mol;106;75;53;200;cm3,10.0,augmented_variant_4
1882,11,Chemistry,Write short notes on Solute Molar Mass Amount Final Concentration of the.,mass dissolved of moles volume of the solution g mol-1 g mol mol dm-3 NaOH 40 10 10 200 cm3 0.25  x 1000  1.25 40 200 0.25 CaCl 11 27.75 27.75 500 cm3 2  111 0.25 Na CO 106 53 53 2 dm3 2 3  106 0.5 HCl 36.5 36.5 36.5 0.5 dm3  36.5 1.0 69 For free distribution,36;25;27 75;36 36;mol;dm3;mol mol;106;75;53;200;cm3,10.0,augmented_variant_5
1888,11,Physics,State and explain the principles of Waves and their.,"04 applications You have seen the ripples formed when you drop a pebble onto a still water surface. The disturbance caused by the pebble spreads over the water surface in the form of circles centered around the point where the pebble hit the water surface as shown in Figure 4.1. Figure 4.1  Formation of ripples on a water surface. If you hold a rope horizontally as shown in Figure 4.2, and then shake the rope up and down, you will observe ripples forming in the rope. Here too the disturbance caused by the hand travels along the rope. Figure 4.2  Formation of ripples on a horizontal string Such a disturbance propagating through a medium or space is known as a wave. If you place an object like a plastic ball on the water surface and then disturb the water surface, how would the plastic ball move? You will observe that the plastic ball moves up and down perpendicular to the water surface. In order for the ball to move up and down, energy must be transmitted to the ball. Here, energy was transmitted to the ball through the water waves. An important property of waves is that they carry energy from one point to another. This energy transmission takes place in a manner that does not transmit the substance of the medium between the points concerned. For free distribution 72",water surface;ball;ripples;surface;rope;water;disturbance;pebble;plastic ball;plastic;figure formation ripples;formation ripples,10.0,augmented_variant_1
1889,11,Physics,Describe how Waves and their works.,"04 applications You have seen the ripples formed when you drop a pebble onto a still water surface. The disturbance caused by the pebble spreads over the water surface in the form of circles centered around the point where the pebble hit the water surface as shown in Figure 4.1. Figure 4.1  Formation of ripples on a water surface. If you hold a rope horizontally as shown in Figure 4.2, and then shake the rope up and down, you will observe ripples forming in the rope. Here too the disturbance caused by the hand travels along the rope. Figure 4.2  Formation of ripples on a horizontal string Such a disturbance propagating through a medium or space is known as a wave. If you place an object like a plastic ball on the water surface and then disturb the water surface, how would the plastic ball move? You will observe that the plastic ball moves up and down perpendicular to the water surface. In order for the ball to move up and down, energy must be transmitted to the ball. Here, energy was transmitted to the ball through the water waves. An important property of waves is that they carry energy from one point to another. This energy transmission takes place in a manner that does not transmit the substance of the medium between the points concerned. For free distribution 72",water surface;ball;ripples;surface;rope;water;disturbance;pebble;plastic ball;plastic;figure formation ripples;formation ripples,10.0,augmented_variant_2
1890,11,Physics,Define Waves and their and give its applications.,"04 applications You have seen the ripples formed when you drop a pebble onto a still water surface. The disturbance caused by the pebble spreads over the water surface in the form of circles centered around the point where the pebble hit the water surface as shown in Figure 4.1. Figure 4.1  Formation of ripples on a water surface. If you hold a rope horizontally as shown in Figure 4.2, and then shake the rope up and down, you will observe ripples forming in the rope. Here too the disturbance caused by the hand travels along the rope. Figure 4.2  Formation of ripples on a horizontal string Such a disturbance propagating through a medium or space is known as a wave. If you place an object like a plastic ball on the water surface and then disturb the water surface, how would the plastic ball move? You will observe that the plastic ball moves up and down perpendicular to the water surface. In order for the ball to move up and down, energy must be transmitted to the ball. Here, energy was transmitted to the ball through the water waves. An important property of waves is that they carry energy from one point to another. This energy transmission takes place in a manner that does not transmit the substance of the medium between the points concerned. For free distribution 72",water surface;ball;ripples;surface;rope;water;disturbance;pebble;plastic ball;plastic;figure formation ripples;formation ripples,10.0,augmented_variant_3
1891,11,Physics,What is Waves and their? How is it measured?,"04 applications You have seen the ripples formed when you drop a pebble onto a still water surface. The disturbance caused by the pebble spreads over the water surface in the form of circles centered around the point where the pebble hit the water surface as shown in Figure 4.1. Figure 4.1  Formation of ripples on a water surface. If you hold a rope horizontally as shown in Figure 4.2, and then shake the rope up and down, you will observe ripples forming in the rope. Here too the disturbance caused by the hand travels along the rope. Figure 4.2  Formation of ripples on a horizontal string Such a disturbance propagating through a medium or space is known as a wave. If you place an object like a plastic ball on the water surface and then disturb the water surface, how would the plastic ball move? You will observe that the plastic ball moves up and down perpendicular to the water surface. In order for the ball to move up and down, energy must be transmitted to the ball. Here, energy was transmitted to the ball through the water waves. An important property of waves is that they carry energy from one point to another. This energy transmission takes place in a manner that does not transmit the substance of the medium between the points concerned. For free distribution 72",water surface;ball;ripples;surface;rope;water;disturbance;pebble;plastic ball;plastic;figure formation ripples;formation ripples,10.0,augmented_variant_4
1892,11,Physics,Write short notes on Waves and their.,"04 applications You have seen the ripples formed when you drop a pebble onto a still water surface. The disturbance caused by the pebble spreads over the water surface in the form of circles centered around the point where the pebble hit the water surface as shown in Figure 4.1. Figure 4.1  Formation of ripples on a water surface. If you hold a rope horizontally as shown in Figure 4.2, and then shake the rope up and down, you will observe ripples forming in the rope. Here too the disturbance caused by the hand travels along the rope. Figure 4.2  Formation of ripples on a horizontal string Such a disturbance propagating through a medium or space is known as a wave. If you place an object like a plastic ball on the water surface and then disturb the water surface, how would the plastic ball move? You will observe that the plastic ball moves up and down perpendicular to the water surface. In order for the ball to move up and down, energy must be transmitted to the ball. Here, energy was transmitted to the ball through the water waves. An important property of waves is that they carry energy from one point to another. This energy transmission takes place in a manner that does not transmit the substance of the medium between the points concerned. For free distribution 72",water surface;ball;ripples;surface;rope;water;disturbance;pebble;plastic ball;plastic;figure formation ripples;formation ripples,10.0,augmented_variant_5
1893,11,Physics,Describe how Physics Waves and their Applications works.,"As an example, when a water wave travels on a water surface, although the water particles at each point move up and down, the water particles do not travel along with the water wave.  Wave Motion In the two examples given above, the waves propagate through a certain medium. The medium in the case of water waves is water. The medium in the case of waves propagating along the rope is the material of the rope. The motion of the particles in each medium transmits energy in the form of waves through the medium even though the particles themselves do not travel along with the wave. Apart from the two media mentioned above, waves propagate through many other media. We hear various sounds through sound waves propagating through air. Sound propagates not only through air but also through liquids and solids. In addition to waves that travel through various media, there are waves traveling without a material medium. Light is an example for a wave that travels without a medium. Although there are regions between the sun and the earth without any material medium, the earth receives light and heat from the sun. Light and heat from the sun arrive at the earth as electromagnetic waves and a material medium is not required for the propagation of electromagnetic waves. Radio waves too are a form of electromagnetic waves. Radio programs transmitted by a radio transmission station reach the radio set in your home through air. However, air is not required for radio transmissions. 4.1 Mechanical W",waves;medium;radio;wave;material;water;sun;material medium;media;electromagnetic waves;particles;electromagnetic,10.0,augmented_variant_2
1894,11,Physics,Define Physics Waves and their Applications and give its applications.,"As an example, when a water wave travels on a water surface, although the water particles at each point move up and down, the water particles do not travel along with the water wave.  Wave Motion In the two examples given above, the waves propagate through a certain medium. The medium in the case of water waves is water. The medium in the case of waves propagating along the rope is the material of the rope. The motion of the particles in each medium transmits energy in the form of waves through the medium even though the particles themselves do not travel along with the wave. Apart from the two media mentioned above, waves propagate through many other media. We hear various sounds through sound waves propagating through air. Sound propagates not only through air but also through liquids and solids. In addition to waves that travel through various media, there are waves traveling without a material medium. Light is an example for a wave that travels without a medium. Although there are regions between the sun and the earth without any material medium, the earth receives light and heat from the sun. Light and heat from the sun arrive at the earth as electromagnetic waves and a material medium is not required for the propagation of electromagnetic waves. Radio waves too are a form of electromagnetic waves. Radio programs transmitted by a radio transmission station reach the radio set in your home through air. However, air is not required for radio transmissions. 4.1 Mechanical W",waves;medium;radio;wave;material;water;sun;material medium;media;electromagnetic waves;particles;electromagnetic,10.0,augmented_variant_3
1895,11,Physics,What is Physics Waves and their Applications? How is it measured?,"As an example, when a water wave travels on a water surface, although the water particles at each point move up and down, the water particles do not travel along with the water wave.  Wave Motion In the two examples given above, the waves propagate through a certain medium. The medium in the case of water waves is water. The medium in the case of waves propagating along the rope is the material of the rope. The motion of the particles in each medium transmits energy in the form of waves through the medium even though the particles themselves do not travel along with the wave. Apart from the two media mentioned above, waves propagate through many other media. We hear various sounds through sound waves propagating through air. Sound propagates not only through air but also through liquids and solids. In addition to waves that travel through various media, there are waves traveling without a material medium. Light is an example for a wave that travels without a medium. Although there are regions between the sun and the earth without any material medium, the earth receives light and heat from the sun. Light and heat from the sun arrive at the earth as electromagnetic waves and a material medium is not required for the propagation of electromagnetic waves. Radio waves too are a form of electromagnetic waves. Radio programs transmitted by a radio transmission station reach the radio set in your home through air. However, air is not required for radio transmissions. 4.1 Mechanical W",waves;medium;radio;wave;material;water;sun;material medium;media;electromagnetic waves;particles;electromagnetic,10.0,augmented_variant_4
1896,11,Physics,Write short notes on Physics Waves and their Applications.,"As an example, when a water wave travels on a water surface, although the water particles at each point move up and down, the water particles do not travel along with the water wave.  Wave Motion In the two examples given above, the waves propagate through a certain medium. The medium in the case of water waves is water. The medium in the case of waves propagating along the rope is the material of the rope. The motion of the particles in each medium transmits energy in the form of waves through the medium even though the particles themselves do not travel along with the wave. Apart from the two media mentioned above, waves propagate through many other media. We hear various sounds through sound waves propagating through air. Sound propagates not only through air but also through liquids and solids. In addition to waves that travel through various media, there are waves traveling without a material medium. Light is an example for a wave that travels without a medium. Although there are regions between the sun and the earth without any material medium, the earth receives light and heat from the sun. Light and heat from the sun arrive at the earth as electromagnetic waves and a material medium is not required for the propagation of electromagnetic waves. Radio waves too are a form of electromagnetic waves. Radio programs transmitted by a radio transmission station reach the radio set in your home through air. However, air is not required for radio transmissions. 4.1 Mechanical W",waves;medium;radio;wave;material;water;sun;material medium;media;electromagnetic waves;particles;electromagnetic,10.0,augmented_variant_5
1897,11,Chemistry,Describe the chemical process involved in Slinky.,"direction of wave 4.4 - Demonstration of the formation of waves using a slinky You will see a wave propagating through the slinky as shown in the figure. The wave propagating along this slinky is an example for a wave that needs a medium for propagation. Waves that need a material medium for propagation are known as mechanical waves. Waves formed on water surfaces, sound waves that travel in air, and waves formed on a guitar string when the string is plucked are some examples for mechanical waves. For the propagation of mechanical waves, the participation of the particles in the medium is essential. Based on the direction of motion of the particles of the medium and the direction of propagation of the wave, mechanical waves can be divided into two categories. 1' Transverse waves 2' Longitudinal waves For free distribution 74",waves;mechanical waves;wave;slinky;propagation;mechanical;medium;wave propagating;medium propagation;waves formed;propagating;particles medium,10.0,augmented_variant_1
1898,11,Chemistry,What is Slinky? Give an example.,"direction of wave 4.4 - Demonstration of the formation of waves using a slinky You will see a wave propagating through the slinky as shown in the figure. The wave propagating along this slinky is an example for a wave that needs a medium for propagation. Waves that need a material medium for propagation are known as mechanical waves. Waves formed on water surfaces, sound waves that travel in air, and waves formed on a guitar string when the string is plucked are some examples for mechanical waves. For the propagation of mechanical waves, the participation of the particles in the medium is essential. Based on the direction of motion of the particles of the medium and the direction of propagation of the wave, mechanical waves can be divided into two categories. 1' Transverse waves 2' Longitudinal waves For free distribution 74",waves;mechanical waves;wave;slinky;propagation;mechanical;medium;wave propagating;medium propagation;waves formed;propagating;particles medium,10.0,augmented_variant_2
1899,11,Chemistry,How does Slinky affect chemical reactions?,"direction of wave 4.4 - Demonstration of the formation of waves using a slinky You will see a wave propagating through the slinky as shown in the figure. The wave propagating along this slinky is an example for a wave that needs a medium for propagation. Waves that need a material medium for propagation are known as mechanical waves. Waves formed on water surfaces, sound waves that travel in air, and waves formed on a guitar string when the string is plucked are some examples for mechanical waves. For the propagation of mechanical waves, the participation of the particles in the medium is essential. Based on the direction of motion of the particles of the medium and the direction of propagation of the wave, mechanical waves can be divided into two categories. 1' Transverse waves 2' Longitudinal waves For free distribution 74",waves;mechanical waves;wave;slinky;propagation;mechanical;medium;wave propagating;medium propagation;waves formed;propagating;particles medium,10.0,augmented_variant_3
1900,11,Chemistry,Define Slinky and explain its significance.,"direction of wave 4.4 - Demonstration of the formation of waves using a slinky You will see a wave propagating through the slinky as shown in the figure. The wave propagating along this slinky is an example for a wave that needs a medium for propagation. Waves that need a material medium for propagation are known as mechanical waves. Waves formed on water surfaces, sound waves that travel in air, and waves formed on a guitar string when the string is plucked are some examples for mechanical waves. For the propagation of mechanical waves, the participation of the particles in the medium is essential. Based on the direction of motion of the particles of the medium and the direction of propagation of the wave, mechanical waves can be divided into two categories. 1' Transverse waves 2' Longitudinal waves For free distribution 74",waves;mechanical waves;wave;slinky;propagation;mechanical;medium;wave propagating;medium propagation;waves formed;propagating;particles medium,10.0,augmented_variant_4
1901,11,Chemistry,Write short notes on Slinky.,"direction of wave 4.4 - Demonstration of the formation of waves using a slinky You will see a wave propagating through the slinky as shown in the figure. The wave propagating along this slinky is an example for a wave that needs a medium for propagation. Waves that need a material medium for propagation are known as mechanical waves. Waves formed on water surfaces, sound waves that travel in air, and waves formed on a guitar string when the string is plucked are some examples for mechanical waves. For the propagation of mechanical waves, the participation of the particles in the medium is essential. Based on the direction of motion of the particles of the medium and the direction of propagation of the wave, mechanical waves can be divided into two categories. 1' Transverse waves 2' Longitudinal waves For free distribution 74",waves;mechanical waves;wave;slinky;propagation;mechanical;medium;wave propagating;medium propagation;waves formed;propagating;particles medium,10.0,augmented_variant_5
1902,11,Physics,State and explain the principles of Slinky.,"piece of a ribbon direction of wave 4.5 - Demonstration of the formation of transverse waves using a slinky In this case, the wave propagates from the end held by the hand towards the fixed end. You will observe that the wave is travelling in a direction perpendicular to the direction of the ribbons are moving. Such waves that propagate in a direction perpendicular to the direction the particles of the medium move are called transverse waves. Therefore, this wave is a transverse wave. The water waves generated by disturbing a still water surface by dropping an object such as a pebble, water particles of the medium move up and down within a certain range while the wave travels in a direction perpendicular to that. We mentioned before that when we disturb a water surface after placing a floating object such as a plastic or rubber ball on the surface, the floating object moves up and down. From the up and down motion of the floating object we can understand that the force exerted on the object by the water particles is vertical. That means the water particles move up and down while the waves spread in a direction perpendicular to this. Therefore, the waves that travel on the water surface are transverse waves. 75 For free distribution",waves;wave;direction perpendicular;direction;transverse;floating object;water;floating;water particles;particles;water surface;perpendicular,10.0,augmented_variant_1
1903,11,Physics,Describe how Slinky works.,"piece of a ribbon direction of wave 4.5 - Demonstration of the formation of transverse waves using a slinky In this case, the wave propagates from the end held by the hand towards the fixed end. You will observe that the wave is travelling in a direction perpendicular to the direction of the ribbons are moving. Such waves that propagate in a direction perpendicular to the direction the particles of the medium move are called transverse waves. Therefore, this wave is a transverse wave. The water waves generated by disturbing a still water surface by dropping an object such as a pebble, water particles of the medium move up and down within a certain range while the wave travels in a direction perpendicular to that. We mentioned before that when we disturb a water surface after placing a floating object such as a plastic or rubber ball on the surface, the floating object moves up and down. From the up and down motion of the floating object we can understand that the force exerted on the object by the water particles is vertical. That means the water particles move up and down while the waves spread in a direction perpendicular to this. Therefore, the waves that travel on the water surface are transverse waves. 75 For free distribution",waves;wave;direction perpendicular;direction;transverse;floating object;water;floating;water particles;particles;water surface;perpendicular,10.0,augmented_variant_2
1904,11,Physics,Define Slinky and give its applications.,"piece of a ribbon direction of wave 4.5 - Demonstration of the formation of transverse waves using a slinky In this case, the wave propagates from the end held by the hand towards the fixed end. You will observe that the wave is travelling in a direction perpendicular to the direction of the ribbons are moving. Such waves that propagate in a direction perpendicular to the direction the particles of the medium move are called transverse waves. Therefore, this wave is a transverse wave. The water waves generated by disturbing a still water surface by dropping an object such as a pebble, water particles of the medium move up and down within a certain range while the wave travels in a direction perpendicular to that. We mentioned before that when we disturb a water surface after placing a floating object such as a plastic or rubber ball on the surface, the floating object moves up and down. From the up and down motion of the floating object we can understand that the force exerted on the object by the water particles is vertical. That means the water particles move up and down while the waves spread in a direction perpendicular to this. Therefore, the waves that travel on the water surface are transverse waves. 75 For free distribution",waves;wave;direction perpendicular;direction;transverse;floating object;water;floating;water particles;particles;water surface;perpendicular,10.0,augmented_variant_3
1905,11,Physics,What is Slinky? How is it measured?,"piece of a ribbon direction of wave 4.5 - Demonstration of the formation of transverse waves using a slinky In this case, the wave propagates from the end held by the hand towards the fixed end. You will observe that the wave is travelling in a direction perpendicular to the direction of the ribbons are moving. Such waves that propagate in a direction perpendicular to the direction the particles of the medium move are called transverse waves. Therefore, this wave is a transverse wave. The water waves generated by disturbing a still water surface by dropping an object such as a pebble, water particles of the medium move up and down within a certain range while the wave travels in a direction perpendicular to that. We mentioned before that when we disturb a water surface after placing a floating object such as a plastic or rubber ball on the surface, the floating object moves up and down. From the up and down motion of the floating object we can understand that the force exerted on the object by the water particles is vertical. That means the water particles move up and down while the waves spread in a direction perpendicular to this. Therefore, the waves that travel on the water surface are transverse waves. 75 For free distribution",waves;wave;direction perpendicular;direction;transverse;floating object;water;floating;water particles;particles;water surface;perpendicular,10.0,augmented_variant_4
1906,11,Physics,State and explain the principles of Direction.,"of wave a trough C D Figure 4.7  Cross section of a water wave The particles at points A and B have traveled the maximum distance in the upward direction. Such points in a wave are known as crests. The particles at C and D have traveled the maximum distance in the downward direction. Such points of a wave are known as troughs. As shown in Figure 4.8, the waves formed by shaking one end of a string up and down whose other end is tied to a post also belong to the category of transverse waves. up down motion of string direction of wave propagation Figure 4.8 - Formation of transverse waves in a string For free distribution 76",wave;string;points wave;wave known;traveled maximum distance;traveled maximum;traveled;points wave known;direction points;direction points wave;points;maximum distance,10.0,augmented_variant_1
1907,11,Physics,Describe how Direction works.,"of wave a trough C D Figure 4.7  Cross section of a water wave The particles at points A and B have traveled the maximum distance in the upward direction. Such points in a wave are known as crests. The particles at C and D have traveled the maximum distance in the downward direction. Such points of a wave are known as troughs. As shown in Figure 4.8, the waves formed by shaking one end of a string up and down whose other end is tied to a post also belong to the category of transverse waves. up down motion of string direction of wave propagation Figure 4.8 - Formation of transverse waves in a string For free distribution 76",wave;string;points wave;wave known;traveled maximum distance;traveled maximum;traveled;points wave known;direction points;direction points wave;points;maximum distance,10.0,augmented_variant_2
1908,11,Physics,Define Direction and give its applications.,"of wave a trough C D Figure 4.7  Cross section of a water wave The particles at points A and B have traveled the maximum distance in the upward direction. Such points in a wave are known as crests. The particles at C and D have traveled the maximum distance in the downward direction. Such points of a wave are known as troughs. As shown in Figure 4.8, the waves formed by shaking one end of a string up and down whose other end is tied to a post also belong to the category of transverse waves. up down motion of string direction of wave propagation Figure 4.8 - Formation of transverse waves in a string For free distribution 76",wave;string;points wave;wave known;traveled maximum distance;traveled maximum;traveled;points wave known;direction points;direction points wave;points;maximum distance,10.0,augmented_variant_3
1909,11,Physics,What is Direction? How is it measured?,"of wave a trough C D Figure 4.7  Cross section of a water wave The particles at points A and B have traveled the maximum distance in the upward direction. Such points in a wave are known as crests. The particles at C and D have traveled the maximum distance in the downward direction. Such points of a wave are known as troughs. As shown in Figure 4.8, the waves formed by shaking one end of a string up and down whose other end is tied to a post also belong to the category of transverse waves. up down motion of string direction of wave propagation Figure 4.8 - Formation of transverse waves in a string For free distribution 76",wave;string;points wave;wave known;traveled maximum distance;traveled maximum;traveled;points wave known;direction points;direction points wave;points;maximum distance,10.0,augmented_variant_4
1910,11,Physics,Write short notes on Direction.,"of wave a trough C D Figure 4.7  Cross section of a water wave The particles at points A and B have traveled the maximum distance in the upward direction. Such points in a wave are known as crests. The particles at C and D have traveled the maximum distance in the downward direction. Such points of a wave are known as troughs. As shown in Figure 4.8, the waves formed by shaking one end of a string up and down whose other end is tied to a post also belong to the category of transverse waves. up down motion of string direction of wave propagation Figure 4.8 - Formation of transverse waves in a string For free distribution 76",wave;string;points wave;wave known;traveled maximum distance;traveled maximum;traveled;points wave known;direction points;direction points wave;points;maximum distance,10.0,augmented_variant_5
1911,11,Physics,State and explain the principles of Transverse Waves Longitudinal Waves.,"Particles move perpendicular to the Particles move parallel to the direction direction of wave propagation. of wave propagation. Propagate along the surfaces of solids Propagate through solids, liquids and and liquids or along strings, wires etc. gases. Eg : Water waves Eg : Sound waves 4.1.3 Physical quantities associated with wave motion Waves are disturbances that spread from one point to another. Therefore waves have variations that depend on both time and distance. In the waves that we observe in nature, quite often these variations show complex forms. However, in this lesson we will only consider waves of a very simple form known as sinusoidal waves. The graph in Figure 4.10 shows how the displacement from the central position of a particle taking part in the wave motion varies with time.",waves;wave;wave motion;wave propagation;particles move;solids;propagate;liquids;variations;eg;propagation;particles,10.0,augmented_variant_1
1912,11,Physics,Describe how Transverse Waves Longitudinal Waves works.,"Particles move perpendicular to the Particles move parallel to the direction direction of wave propagation. of wave propagation. Propagate along the surfaces of solids Propagate through solids, liquids and and liquids or along strings, wires etc. gases. Eg : Water waves Eg : Sound waves 4.1.3 Physical quantities associated with wave motion Waves are disturbances that spread from one point to another. Therefore waves have variations that depend on both time and distance. In the waves that we observe in nature, quite often these variations show complex forms. However, in this lesson we will only consider waves of a very simple form known as sinusoidal waves. The graph in Figure 4.10 shows how the displacement from the central position of a particle taking part in the wave motion varies with time.",waves;wave;wave motion;wave propagation;particles move;solids;propagate;liquids;variations;eg;propagation;particles,10.0,augmented_variant_2
1913,11,Physics,Define Transverse Waves Longitudinal Waves and give its applications.,"Particles move perpendicular to the Particles move parallel to the direction direction of wave propagation. of wave propagation. Propagate along the surfaces of solids Propagate through solids, liquids and and liquids or along strings, wires etc. gases. Eg : Water waves Eg : Sound waves 4.1.3 Physical quantities associated with wave motion Waves are disturbances that spread from one point to another. Therefore waves have variations that depend on both time and distance. In the waves that we observe in nature, quite often these variations show complex forms. However, in this lesson we will only consider waves of a very simple form known as sinusoidal waves. The graph in Figure 4.10 shows how the displacement from the central position of a particle taking part in the wave motion varies with time.",waves;wave;wave motion;wave propagation;particles move;solids;propagate;liquids;variations;eg;propagation;particles,10.0,augmented_variant_3
1914,11,Physics,What is Transverse Waves Longitudinal Waves? How is it measured?,"Particles move perpendicular to the Particles move parallel to the direction direction of wave propagation. of wave propagation. Propagate along the surfaces of solids Propagate through solids, liquids and and liquids or along strings, wires etc. gases. Eg : Water waves Eg : Sound waves 4.1.3 Physical quantities associated with wave motion Waves are disturbances that spread from one point to another. Therefore waves have variations that depend on both time and distance. In the waves that we observe in nature, quite often these variations show complex forms. However, in this lesson we will only consider waves of a very simple form known as sinusoidal waves. The graph in Figure 4.10 shows how the displacement from the central position of a particle taking part in the wave motion varies with time.",waves;wave;wave motion;wave propagation;particles move;solids;propagate;liquids;variations;eg;propagation;particles,10.0,augmented_variant_4
1915,11,Physics,Write short notes on Transverse Waves Longitudinal Waves.,"Particles move perpendicular to the Particles move parallel to the direction direction of wave propagation. of wave propagation. Propagate along the surfaces of solids Propagate through solids, liquids and and liquids or along strings, wires etc. gases. Eg : Water waves Eg : Sound waves 4.1.3 Physical quantities associated with wave motion Waves are disturbances that spread from one point to another. Therefore waves have variations that depend on both time and distance. In the waves that we observe in nature, quite often these variations show complex forms. However, in this lesson we will only consider waves of a very simple form known as sinusoidal waves. The graph in Figure 4.10 shows how the displacement from the central position of a particle taking part in the wave motion varies with time.",waves;wave;wave motion;wave propagation;particles move;solids;propagate;liquids;variations;eg;propagation;particles,10.0,augmented_variant_5
1916,11,Physics,State and explain the principles of Knowledge.,"For example, at time t the displacement of that particle is zero. With time, the 0 displacement of this particle increases and at time t it takes a maximum positive 1 value. After that the displacement starts to decrease, becomes zero at time t and 2 then increases in the negative direction. At time t it takes a maximum negative 3 value and then becomes zero again at t . The motion of the particle from time 4 t to t is called one oscillation. In addition to the word oscillation, the word 0 4 vibration is also used to describe such motions. If this motion is slow, it is called an oscillation and if it is fast, it is called a vibration. The graph in Figure 4.11 shows how the displacement from the central position of each particle along the travel path of the wave varies with the distance from the source to each of the particles. displacement amplitude a one wave a crest t t t t t o 1 2 3 4 time",time;particle;oscillation;displacement;zero;zero time;time displacement;time displacement particle;displacement particle;takes maximum;time takes maximum;time takes,10.0,augmented_variant_1
